cluster15:
0,tcp,nnsp,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.00,1.00,0.00,0.00,1.00,0.00,0.00,255,1,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,nmap.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,8,1.00,1.00,0.00,0.00,0.11,0.07,0.00,255,8,0.03,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,11,1.00,1.00,0.00,0.00,0.15,0.07,0.00,255,11,0.04,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15,1.00,1.00,0.00,0.00,0.12,0.06,0.00,255,15,0.06,0.05,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,11,1.00,1.00,0.00,0.00,0.08,0.06,0.00,255,11,0.04,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,19,1.00,1.00,0.00,0.00,0.18,0.06,0.00,255,19,0.07,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,11,1.00,1.00,0.00,0.00,0.08,0.06,0.00,255,10,0.04,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,18,1.00,1.00,0.00,0.00,0.12,0.05,0.00,255,17,0.07,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20,1.00,1.00,0.00,0.00,0.14,0.05,0.00,255,19,0.07,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,1.00,1.00,0.00,0.00,0.01,0.07,0.00,255,20,0.08,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
cluster0:
0,tcp,http,SF,162,4528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,239,1295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,8,1.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,238,1282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16,16,1.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,238,1282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,27,27,1.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,220,1228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,48,48,1.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,222,1282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,61,61,1.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,204,11099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.00,0.00,0.00,0.00,1.00,0.00,0.67,2,70,1.00,0.00,0.50,0.04,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,213,920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.00,0.00,0.00,0.00,1.00,0.00,0.00,21,112,1.00,0.00,0.05,0.04,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,210,774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0.00,0.00,0.00,0.00,1.00,0.00,0.00,25,116,1.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,221,827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,31,122,1.00,0.00,0.03,0.04,0.00,0.00,0.00,0.00,normal.
cluster6:
0,udp,domain_u,SF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0.00,0.00,0.00,0.00,0.50,1.00,0.50,2,58,0.50,1.00,0.50,0.05,0.00,0.00,0.00,0.00,normal.
0,tcp,other,SF,2890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.17,0.83,0.00,129,1,0.01,0.06,0.09,0.00,0.00,0.00,0.00,0.00,normal.
0,icmp,urp_i,SF,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.50,1.00,0.00,2,1,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,normal.
18494,tcp,telnet,SF,4813,27514,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,71,5,0.07,0.08,0.01,0.00,0.00,0.00,0.00,0.00,normal.
17198,tcp,telnet,SF,3982,28203,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,102,17,0.17,0.05,0.01,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,other,SF,40494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.17,0.83,0.00,115,1,0.01,0.06,0.16,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,other,SF,4892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,0.06,0.00,0.00,0.00,0.06,0.88,0.00,125,1,0.01,0.13,0.22,0.00,0.01,0.00,0.00,0.00,normal.
0,tcp,other,SF,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,0.06,0.00,0.00,0.00,0.06,0.88,0.00,126,1,0.01,0.13,0.23,0.00,0.01,0.00,0.00,0.00,normal.
24120,udp,domain_u,SF,88,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.00,0.00,0.00,0.00,1.00,0.00,0.50,26,18,0.69,0.08,0.31,0.00,0.00,0.00,0.00,0.00,normal.
4128,tcp,IRC,RSTR,876,9170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.00,0.00,0.33,1.00,0.33,0.67,0.00,27,13,0.48,0.07,0.04,0.00,0.00,0.00,0.19,0.38,normal.
cluster18:
305,tcp,telnet,SF,1735,2766,0,0,0,3,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2,4,1.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,buffer_overflow.
0,tcp,http,SF,332,1394,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,15,15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,231,5283,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,12,14,0.00,0.00,0.00,0.00,1.00,0.00,0.21,40,201,1.00,0.00,0.03,0.08,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,200,2622,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7,9,0.00,0.00,0.00,0.00,1.00,0.00,0.33,18,255,1.00,0.00,0.06,0.02,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,200,2622,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16,18,0.00,0.00,0.00,0.00,1.00,0.00,0.17,56,255,1.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,339,1394,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,22,22,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,274,60397,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,11,12,0.00,0.00,0.00,0.00,1.00,0.00,0.17,28,255,1.00,0.00,0.04,0.01,0.00,0.00,0.00,0.00,normal.
0,tcp,telnet,S1,142,26316,0,0,0,0,0,1,31,1,2,36,0,0,0,0,0,0,1,1,1.00,1.00,0.00,0.00,1.00,0.00,0.00,94,22,0.22,0.04,0.01,0.09,0.19,0.82,0.00,0.00,normal.
0,tcp,http,SF,218,2622,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7,8,0.00,0.00,0.00,0.00,1.00,0.00,0.25,18,255,1.00,0.00,0.06,0.01,0.00,0.00,0.00,0.00,normal.
0,tcp,http,SF,246,1394,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,27,29,0.00,0.00,0.00,0.00,1.00,0.00,0.10,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal.
cluster3:
0,tcp,domain,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,34,2,0.03,1.00,0.03,1.00,0.00,0.00,0.97,0.50,ipsweep.
0,tcp,domain,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,34,2,0.03,1.00,0.03,1.00,0.00,0.00,0.91,0.00,ipsweep.
0,tcp,domain,SF,48,487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,1,0.00,0.00,0.00,0.00,0.01,0.03,0.00,255,1,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal.
0,tcp,domain,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8,1.00,1.00,0.00,0.00,0.06,0.06,0.00,255,6,0.02,0.06,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,domain,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,10,1.00,1.00,0.00,0.00,0.07,0.06,0.00,255,8,0.03,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
0,tcp,domain,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,11,1.00,1.00,0.00,0.00,0.08,0.06,0.00,255,9,0.04,0.07,0.00,0.00,1.00,1.00,0.00,0.00,neptune.
